"rules";"support";"confidence";"coverage";"lift";"count"
"{waffles} => {other vegetables}";0.0100660904931368;0.261904761904762;0.0384341637010676;1.35356454720617;99
"{waffles} => {whole milk}";0.012709710218607;0.330687830687831;0.0384341637010676;1.29419610617382;125
"{long life bakery product} => {other vegetables}";0.0106761565836299;0.285326086956522;0.0374173868835791;1.47460959811739;105
"{long life bakery product} => {whole milk}";0.0135231316725979;0.361413043478261;0.0374173868835791;1.41444380525615;133
"{dessert} => {soda}";0.00986273512963904;0.265753424657534;0.0371123538383325;1.52401453732178;97
"{dessert} => {yogurt}";0.00986273512963904;0.265753424657534;0.0371123538383325;1.90501817165222;97
"{dessert} => {other vegetables}";0.0115912557193696;0.312328767123288;0.0371123538383325;1.61416364932083;114
"{dessert} => {whole milk}";0.0137264870360956;0.36986301369863;0.0371123538383325;1.44751402297096;135
"{cream cheese} => {yogurt}";0.0124046771733604;0.312820512820513;0.0396542958820539;2.24241234955521;122
"{cream cheese} => {rolls/buns}";0.0099644128113879;0.251282051282051;0.0396542958820539;1.36614647559921;98
"{cream cheese} => {other vegetables}";0.0137264870360956;0.346153846153846;0.0396542958820539;1.78897691903472;135
"{cream cheese} => {whole milk}";0.0164717844433147;0.415384615384615;0.0396542958820539;1.62566959502893;162
"{chicken} => {root vegetables}";0.0108795119471276;0.253554502369668;0.0429079816980173;2.32622064440829;107
"{chicken} => {other vegetables}";0.0178952719877987;0.417061611374408;0.0429079816980173;2.15543927896337;176
"{chicken} => {whole milk}";0.0175902389425521;0.409952606635071;0.0429079816980173;1.6044106192821;173
"{white bread} => {other vegetables}";0.0137264870360956;0.326086956521739;0.0420945602440264;1.68526811213416;135
"{white bread} => {whole milk}";0.0170818505338078;0.405797101449275;0.0420945602440264;1.58814743046304;168
"{chocolate} => {soda}";0.0135231316725979;0.272540983606557;0.0496187086934418;1.56293911007026;133
"{chocolate} => {other vegetables}";0.012709710218607;0.256147540983607;0.0496187086934418;1.32381033398517;125
"{chocolate} => {whole milk}";0.0166751398068124;0.336065573770492;0.0496187086934418;1.31524270514635;164
"{coffee} => {whole milk}";0.0187086934417895;0.322241681260946;0.0580579562785968;1.2611408417037;184
"{frozen vegetables} => {yogurt}";0.0124046771733604;0.257928118393235;0.0480935434672089;1.84892350174742;122
"{frozen vegetables} => {other vegetables}";0.0177935943060498;0.369978858350951;0.0480935434672089;1.91210828790416;175
"{frozen vegetables} => {whole milk}";0.0204372140315201;0.424947145877378;0.0480935434672089;1.66309398316913;201
"{beef} => {root vegetables}";0.0173868835790544;0.331395348837209;0.0524656837824098;3.04036684311003;171
"{beef} => {rolls/buns}";0.0136248093543467;0.25968992248062;0.0524656837824098;1.41185759402814;134
"{beef} => {other vegetables}";0.0197254702592781;0.375968992248062;0.0524656837824098;1.94306623161308;194
"{beef} => {whole milk}";0.0212506354855109;0.405038759689922;0.0524656837824098;1.58517954697588;209
"{curd} => {yogurt}";0.0172852058973055;0.324427480916031;0.0532791052364006;2.32561536064808;170
"{curd} => {other vegetables}";0.0171835282155567;0.322519083969466;0.0532791052364006;1.66682879182328;169
"{curd} => {whole milk}";0.026131164209456;0.490458015267176;0.0532791052364006;1.91948053328797;257
"{napkins} => {other vegetables}";0.0144382308083376;0.275728155339806;0.0523640061006609;1.4250059946227;142
"{napkins} => {whole milk}";0.0197254702592781;0.376699029126214;0.0523640061006609;1.47426778808448;194
"{pork} => {other vegetables}";0.0216573462125064;0.375661375661376;0.0576512455516014;1.94147642124521;213
"{pork} => {whole milk}";0.0221657346212506;0.384479717813051;0.0576512455516014;1.5047186727781;218
"{frankfurter} => {rolls/buns}";0.0192170818505338;0.325862068965517;0.0589730554143366;1.77161605764282;189
"{frankfurter} => {other vegetables}";0.0164717844433147;0.279310344827586;0.0589730554143366;1.44351930708319;162
"{frankfurter} => {whole milk}";0.0205388917132689;0.348275862068965;0.0589730554143366;1.36302948804149;202
"{bottled beer} => {whole milk}";0.0204372140315201;0.253787878787879;0.0805287239450941;0.993236684392673;201
"{brown bread} => {other vegetables}";0.0187086934417895;0.288401253918495;0.0648703609557702;1.49050253930026;184
"{brown bread} => {whole milk}";0.0252160650737163;0.38871473354232;0.0648703609557702;1.5212930379581;248
"{margarine} => {rolls/buns}";0.0147432638535841;0.251736111111111;0.0585663446873411;1.36861506510657;145
"{margarine} => {other vegetables}";0.0197254702592781;0.336805555555556;0.0585663446873411;1.74066349915338;194
"{margarine} => {whole milk}";0.0241992882562278;0.413194444444444;0.0585663446873411;1.61709803466419;238
"{butter} => {yogurt}";0.0146415861718353;0.264220183486239;0.0554143365531266;1.89402733570492;144
"{butter} => {other vegetables}";0.0200305033045247;0.361467889908257;0.0554143365531266;1.86812227916327;197
"{butter} => {whole milk}";0.02755465175394;0.497247706422018;0.0554143365531266;1.94605300145665;271
"{newspapers} => {whole milk}";0.0273512963904423;0.342675159235669;0.0798169801728521;1.34111030285826;269
"{domestic eggs} => {other vegetables}";0.0222674123029995;0.350961538461538;0.0634468734112862;1.81382382068798;219
"{domestic eggs} => {whole milk}";0.0299949161159126;0.47275641025641;0.0634468734112862;1.85020266409542;295
"{fruit/vegetable juice} => {soda}";0.018403660396543;0.254571026722925;0.0722928317234367;1.45988690834984;181
"{fruit/vegetable juice} => {yogurt}";0.0187086934417895;0.258790436005626;0.0722928317234367;1.85510491116278;184
"{fruit/vegetable juice} => {other vegetables}";0.0210472801220132;0.291139240506329;0.0722928317234367;1.50465287986324;207
"{fruit/vegetable juice} => {whole milk}";0.0266395526182003;0.368495077355837;0.0722928317234367;1.44216040023663;262
"{whipped/sour cream} => {yogurt}";0.0207422470767667;0.28936170212766;0.0716827656329436;2.07425097698654;204
"{whipped/sour cream} => {other vegetables}";0.0288764616166751;0.402836879432624;0.0716827656329436;2.08192365171827;284
"{whipped/sour cream} => {whole milk}";0.0322318251143874;0.449645390070922;0.0716827656329436;1.75975424247812;317
"{pip fruit} => {tropical fruit}";0.0204372140315201;0.270161290322581;0.075648195221149;2.57464756814204;201
"{pip fruit} => {other vegetables}";0.026131164209456;0.345430107526882;0.0756481952211489;1.78523652523746;257
"{pip fruit} => {whole milk}";0.0300965937976614;0.397849462365591;0.075648195221149;1.55704316051158;296
"{pastry} => {other vegetables}";0.0225724453482461;0.253714285714286;0.0889679715302491;1.31123489227535;222
"{pastry} => {whole milk}";0.033248601931876;0.373714285714286;0.0889679715302491;1.46258654994031;327
"{citrus fruit} => {yogurt}";0.0216573462125064;0.261670761670762;0.0827656329435689;1.87575214360929;213
"{citrus fruit} => {other vegetables}";0.0288764616166751;0.348894348894349;0.0827656329435689;1.80314026346606;284
"{citrus fruit} => {whole milk}";0.0305033045246568;0.368550368550369;0.0827656329435689;1.44237679056621;300
"{sausage} => {soda}";0.0243009659379766;0.258658008658009;0.0939501779359431;1.48332449863062;239
"{sausage} => {rolls/buns}";0.0306049822064057;0.325757575757576;0.0939501779359431;1.7710479588589;301
"{sausage} => {other vegetables}";0.0269445856634469;0.286796536796537;0.0939501779359431;1.48220911161006;265
"{sausage} => {whole milk}";0.0298932384341637;0.318181818181818;0.0939501779359431;1.24525196252216;294
"{bottled water} => {soda}";0.028978139298424;0.262189512419503;0.110523640061007;1.50357659163021;285
"{bottled water} => {whole milk}";0.0343670564311134;0.310947562097516;0.110523640061007;1.21693962325072;338
"{tropical fruit} => {yogurt}";0.0292831723436706;0.27906976744186;0.10493136756482;2.00047460844803;288
"{tropical fruit} => {other vegetables}";0.0358922216573462;0.342054263565891;0.10493136756482;1.7677896385552;353
"{tropical fruit} => {whole milk}";0.0422979156075241;0.403100775193798;0.10493136756482;1.57759495584202;416
"{root vegetables} => {other vegetables}";0.047381799694967;0.434701492537313;0.108998474834774;2.2466049285888;466
"{root vegetables} => {whole milk}";0.0489069649211998;0.448694029850746;0.108998474834774;1.75603095247994;481
"{yogurt} => {other vegetables}";0.0434163701067616;0.311224489795918;0.139501779359431;1.6084565723294;427
"{yogurt} => {whole milk}";0.0560244026436197;0.401603498542274;0.139501779359431;1.57173514053453;551
"{rolls/buns} => {whole milk}";0.0566344687341129;0.307904919845218;0.183934926283681;1.20503178936638;557
"{other vegetables} => {whole milk}";0.0748347737671581;0.386757750919601;0.193492628368073;1.51363409482462;736
"{whole milk} => {other vegetables}";0.0748347737671581;0.292877039395145;0.255516014234875;1.51363409482462;736
"{chicken,other vegetables} => {whole milk}";0.00843924758515506;0.471590909090909;0.0178952719877987;1.84564130159534;83
"{chicken,whole milk} => {other vegetables}";0.00843924758515506;0.479768786127168;0.0175902389425521;2.47951971180278;83
"{frozen vegetables,other vegetables} => {whole milk}";0.00965937976614133;0.542857142857143;0.0177935943060498;2.12455232789495;95
"{frozen vegetables,whole milk} => {other vegetables}";0.00965937976614133;0.472636815920398;0.0204372140315201;2.44266058043989;95
"{beef,root vegetables} => {other vegetables}";0.00793085917641078;0.456140350877193;0.0173868835790544;2.35740428317246;78
"{beef,other vegetables} => {root vegetables}";0.00793085917641078;0.402061855670103;0.0197254702592781;3.68869249115248;78
"{beef,root vegetables} => {whole milk}";0.00803253685815963;0.461988304093567;0.0173868835790544;1.80806007590936;79
"{beef,whole milk} => {root vegetables}";0.00803253685815963;0.37799043062201;0.0212506354855109;3.46785063914875;79
"{beef,other vegetables} => {whole milk}";0.00925266903914591;0.469072164948454;0.0197254702592781;1.83578382103782;91
"{beef,whole milk} => {other vegetables}";0.00925266903914591;0.435406698564593;0.0212506354855109;2.25024954302826;91
"{curd,yogurt} => {whole milk}";0.0100660904931368;0.582352941176471;0.0172852058973055;2.27912502048173;99
"{curd,whole milk} => {yogurt}";0.0100660904931368;0.385214007782101;0.026131164209456;2.76135551496863;99
"{curd,other vegetables} => {whole milk}";0.00986273512963904;0.57396449704142;0.0171835282155567;2.24629559427074;97
"{curd,whole milk} => {other vegetables}";0.00986273512963904;0.377431906614786;0.026131164209456;1.95062680060768;97
"{other vegetables,pork} => {whole milk}";0.0101677681748856;0.469483568075117;0.0216573462125064;1.8373939084834;100
"{pork,whole milk} => {other vegetables}";0.0101677681748856;0.458715596330275;0.0221657346212506;2.37071355223766;100
"{frankfurter,other vegetables} => {whole milk}";0.00762582613116421;0.462962962962963;0.0164717844433147;1.81187454864335;75
"{frankfurter,whole milk} => {other vegetables}";0.00762582613116421;0.371287128712871;0.0205388917132689;1.918869632628;75
"{bottled beer,other vegetables} => {whole milk}";0.00762582613116421;0.471698113207547;0.0161667513980681;1.8460608608819;75
"{bottled beer,whole milk} => {other vegetables}";0.00762582613116421;0.373134328358209;0.0204372140315201;1.9284162477157;75
"{brown bread,other vegetables} => {whole milk}";0.00935434672089476;0.5;0.0187086934417895;1.95682451253482;92
"{brown bread,whole milk} => {other vegetables}";0.00935434672089476;0.370967741935484;0.0252160650737163;1.91721899208381;92
"{margarine,rolls/buns} => {whole milk}";0.00793085917641078;0.537931034482759;0.0147432638535841;2.10527326865815;78
"{margarine,whole milk} => {rolls/buns}";0.00793085917641078;0.327731092436975;0.0241992882562278;1.78177738757194;78
"{margarine,other vegetables} => {whole milk}";0.00925266903914591;0.469072164948454;0.0197254702592781;1.83578382103782;91
"{margarine,whole milk} => {other vegetables}";0.00925266903914591;0.382352941176471;0.0241992882562278;1.97605947265927;91
"{butter,root vegetables} => {whole milk}";0.00823589222165735;0.637795275590551;0.0129130655821047;2.49610685850898;81
"{butter,whole milk} => {root vegetables}";0.00823589222165735;0.298892988929889;0.02755465175394;2.74217588257972;81
"{butter,yogurt} => {whole milk}";0.00935434672089476;0.638888888888889;0.0146415861718353;2.50038687712782;92
"{butter,whole milk} => {yogurt}";0.00935434672089476;0.339483394833948;0.02755465175394;2.4335416823556;92
"{butter,other vegetables} => {whole milk}";0.0114895780376207;0.573604060913706;0.0200305033045247;2.24488497377091;113
"{butter,whole milk} => {other vegetables}";0.0114895780376207;0.416974169741697;0.02755465175394;2.15498736700452;113
"{newspapers,rolls/buns} => {whole milk}";0.00762582613116421;0.38659793814433;0.0197254702592781;1.51300864371249;75
"{newspapers,whole milk} => {rolls/buns}";0.00762582613116421;0.278810408921933;0.0273512963904423;1.51581004518917;75
"{newspapers,other vegetables} => {whole milk}";0.0083375699034062;0.431578947368421;0.0193187595322827;1.689048526609;82
"{newspapers,whole milk} => {other vegetables}";0.0083375699034062;0.304832713754647;0.0273512963904423;1.57542287954648;82
"{domestic eggs,root vegetables} => {whole milk}";0.00854092526690392;0.595744680851064;0.0143365531265887;2.33153558940319;84
"{domestic eggs,whole milk} => {root vegetables}";0.00854092526690392;0.284745762711864;0.0299949161159126;2.61238300025297;84
"{domestic eggs,yogurt} => {whole milk}";0.00772750381291307;0.539007092198582;0.0143365531265887;2.1094845808886;76
"{domestic eggs,whole milk} => {yogurt}";0.00772750381291307;0.257627118644068;0.0299949161159126;1.84676582497406;76
"{domestic eggs,other vegetables} => {whole milk}";0.0123029994916116;0.552511415525114;0.0222674123029995;2.16233576270971;121
"{domestic eggs,whole milk} => {other vegetables}";0.0123029994916116;0.410169491525424;0.0299949161159126;2.11981973155677;121
"{fruit/vegetable juice,yogurt} => {other vegetables}";0.00823589222165735;0.440217391304348;0.0187086934417895;2.27511195138111;81
"{fruit/vegetable juice,other vegetables} => {yogurt}";0.00823589222165735;0.391304347826087;0.0210472801220132;2.8050133096717;81
"{fruit/vegetable juice,yogurt} => {whole milk}";0.00945602440264362;0.505434782608696;0.0187086934417895;1.97809434419281;93
"{fruit/vegetable juice,whole milk} => {yogurt}";0.00945602440264362;0.354961832061069;0.0266395526182003;2.54449680635613;93
"{fruit/vegetable juice,other vegetables} => {whole milk}";0.0104728012201322;0.497584541062802;0.0210472801220132;1.94737125402016;103
"{fruit/vegetable juice,whole milk} => {other vegetables}";0.0104728012201322;0.393129770992366;0.0266395526182003;2.03175580541772;103
"{tropical fruit,whipped/sour cream} => {other vegetables}";0.00782918149466192;0.566176470588235;0.0138281647178444;2.92608806528392;77
"{other vegetables,whipped/sour cream} => {tropical fruit}";0.00782918149466192;0.27112676056338;0.0288764616166751;2.58384853695818;77
"{tropical fruit,whipped/sour cream} => {whole milk}";0.00793085917641078;0.573529411764706;0.0138281647178444;2.2445928232017;78
"{root vegetables,whipped/sour cream} => {other vegetables}";0.00854092526690392;0.5;0.0170818505338078;2.58407777193904;84
"{other vegetables,whipped/sour cream} => {root vegetables}";0.00854092526690392;0.295774647887324;0.0288764616166751;2.71356684885432;84
"{root vegetables,whipped/sour cream} => {whole milk}";0.00945602440264362;0.553571428571429;0.0170818505338078;2.16648428173498;93
"{whipped/sour cream,whole milk} => {root vegetables}";0.00945602440264362;0.293375394321767;0.0322318251143874;2.69155504025613;93
"{whipped/sour cream,yogurt} => {other vegetables}";0.0101677681748856;0.490196078431373;0.0207422470767667;2.5334095803324;100
"{other vegetables,whipped/sour cream} => {yogurt}";0.0101677681748856;0.352112676056338;0.0288764616166751;2.52407300948548;100
"{whipped/sour cream,yogurt} => {whole milk}";0.0108795119471276;0.524509803921569;0.0207422470767666;2.05274728275711;107
"{whipped/sour cream,whole milk} => {yogurt}";0.0108795119471276;0.337539432176656;0.0322318251143874;2.4196066439194;107
"{rolls/buns,whipped/sour cream} => {whole milk}";0.00782918149466192;0.534722222222222;0.0146415861718353;2.09271510368307;77
"{other vegetables,whipped/sour cream} => {whole milk}";0.0146415861718353;0.507042253521127;0.0288764616166751;1.98438542116207;144
"{whipped/sour cream,whole milk} => {other vegetables}";0.0146415861718353;0.454258675078864;0.0322318251143874;2.34767948996355;144
"{pip fruit,tropical fruit} => {other vegetables}";0.00945602440264362;0.462686567164179;0.0204372140315201;2.39123614716747;93
"{other vegetables,pip fruit} => {tropical fruit}";0.00945602440264362;0.361867704280156;0.026131164209456;3.44861324766989;93
"{other vegetables,tropical fruit} => {pip fruit}";0.00945602440264362;0.263456090651558;0.0358922216573462;3.48264872521246;93
"{pip fruit,tropical fruit} => {whole milk}";0.00843924758515506;0.412935323383085;0.0204372140315201;1.61608392577502;83
"{pip fruit,whole milk} => {tropical fruit}";0.00843924758515506;0.280405405405405;0.0300965937976614;2.67227438194008;83
"{pip fruit,root vegetables} => {other vegetables}";0.00813421453990849;0.522875816993464;0.015556685307575;2.70230355235456;80
"{other vegetables,pip fruit} => {root vegetables}";0.00813421453990849;0.311284046692607;0.026131164209456;2.85585690225913;80
"{pip fruit,root vegetables} => {whole milk}";0.00894763599389934;0.57516339869281;0.015556685307575;2.25098767454986;88
"{pip fruit,whole milk} => {root vegetables}";0.00894763599389934;0.297297297297297;0.0300965937976614;2.72753630496168;88
"{pip fruit,yogurt} => {other vegetables}";0.00813421453990849;0.451977401129944;0.0179969496695475;2.33588951135733;80
"{other vegetables,pip fruit} => {yogurt}";0.00813421453990849;0.311284046692607;0.026131164209456;2.23139839593425;80
"{pip fruit,yogurt} => {whole milk}";0.00955770208439248;0.531073446327684;0.0179969496695475;2.07843507546071;94
"{pip fruit,whole milk} => {yogurt}";0.00955770208439248;0.317567567567568;0.0300965937976614;2.27644098179812;94
"{other vegetables,pip fruit} => {whole milk}";0.0135231316725979;0.517509727626459;0.026131164209456;2.02535144098935;133
"{pip fruit,whole milk} => {other vegetables}";0.0135231316725979;0.449324324324324;0.0300965937976614;2.32217799775603;133
"{pastry,soda} => {whole milk}";0.00823589222165735;0.391304347826087;0.0210472801220132;1.53142787937508;81
"{pastry,yogurt} => {whole milk}";0.00915099135739705;0.517241379310345;0.017691916624301;2.02430121986361;90
"{pastry,whole milk} => {yogurt}";0.00915099135739705;0.275229357798165;0.033248601931876;1.9729451413593;90
"{pastry,rolls/buns} => {whole milk}";0.00854092526690392;0.407766990291262;0.0209456024402644;1.59585688400898;84
"{pastry,whole milk} => {rolls/buns}";0.00854092526690392;0.256880733944954;0.033248601931876;1.39658486365319;84
"{other vegetables,pastry} => {whole milk}";0.010574478901881;0.468468468468468;0.0225724453482461;1.83342116489749;104
"{pastry,whole milk} => {other vegetables}";0.010574478901881;0.318042813455657;0.033248601931876;1.64369472955144;104
"{citrus fruit,tropical fruit} => {other vegetables}";0.0090493136756482;0.454081632653061;0.0199288256227758;2.34676450716913;89
"{citrus fruit,other vegetables} => {tropical fruit}";0.0090493136756482;0.313380281690141;0.0288764616166751;2.98652623102959;89
"{other vegetables,tropical fruit} => {citrus fruit}";0.0090493136756482;0.252124645892351;0.0358922216573462;3.04624802500157;89
"{citrus fruit,tropical fruit} => {whole milk}";0.0090493136756482;0.454081632653061;0.0199288256227758;1.77711613893468;89
"{citrus fruit,whole milk} => {tropical fruit}";0.0090493136756482;0.296666666666667;0.0305033045246568;2.82724483204134;89
"{citrus fruit,root vegetables} => {other vegetables}";0.0103711235383833;0.586206896551724;0.017691916624301;3.02960842227336;102
"{citrus fruit,other vegetables} => {root vegetables}";0.0103711235383833;0.359154929577465;0.0288764616166751;3.2950454593231;102
"{citrus fruit,root vegetables} => {whole milk}";0.00915099135739705;0.517241379310345;0.017691916624301;2.02430121986361;90
"{citrus fruit,whole milk} => {root vegetables}";0.00915099135739705;0.3;0.0305033045246568;2.75233208955224;90
"{citrus fruit,yogurt} => {other vegetables}";0.00762582613116421;0.352112676056338;0.0216573462125064;1.81977307883031;75
"{citrus fruit,other vegetables} => {yogurt}";0.00762582613116421;0.264084507042254;0.0288764616166751;1.89305475711411;75
"{citrus fruit,yogurt} => {whole milk}";0.0102694458566345;0.474178403755869;0.0216573462125064;1.85576784756823;101
"{citrus fruit,whole milk} => {yogurt}";0.0102694458566345;0.336666666666667;0.0305033045246568;2.41335034013605;101
"{citrus fruit,other vegetables} => {whole milk}";0.0130147432638536;0.450704225352113;0.0288764616166751;1.76389815214406;128
"{citrus fruit,whole milk} => {other vegetables}";0.0130147432638536;0.426666666666667;0.0305033045246568;2.20507969872132;128
"{other vegetables,shopping bags} => {whole milk}";0.00762582613116421;0.328947368421053;0.0231825114387392;1.28738454772028;75
"{shopping bags,whole milk} => {other vegetables}";0.00762582613116421;0.311203319502075;0.0245043213014743;1.60834716095791;75
"{root vegetables,sausage} => {whole milk}";0.00772750381291307;0.517006802721088;0.0149466192170819;2.02338316942376;76
"{sausage,whole milk} => {root vegetables}";0.00772750381291307;0.258503401360544;0.0298932384341637;2.37162402274343;76
"{sausage,soda} => {rolls/buns}";0.00965937976614133;0.397489539748954;0.0243009659379766;2.16103351212325;95
"{rolls/buns,sausage} => {soda}";0.00965937976614133;0.315614617940199;0.0306049822064057;1.80995321716727;95
"{rolls/buns,soda} => {sausage}";0.00965937976614133;0.251989389920424;0.0383324860193188;2.68215979422876;95
"{sausage,yogurt} => {other vegetables}";0.00813421453990849;0.414507772020725;0.0196237925775292;2.14224063994947;80
"{other vegetables,sausage} => {yogurt}";0.00813421453990849;0.30188679245283;0.0269445856634469;2.16403542549095;80
"{sausage,yogurt} => {whole milk}";0.00874428063040163;0.44559585492228;0.0196237925775292;1.74390578319165;86
"{sausage,whole milk} => {yogurt}";0.00874428063040163;0.292517006802721;0.0298932384341637;2.09686935998889;86
"{rolls/buns,sausage} => {other vegetables}";0.00884595831215048;0.289036544850498;0.0306049822064057;1.49378582165247;87
"{other vegetables,sausage} => {rolls/buns}";0.00884595831215048;0.328301886792453;0.0269445856634469;1.78488062830502;87
"{rolls/buns,sausage} => {whole milk}";0.00935434672089476;0.305647840531561;0.0306049822064057;1.19619837311099;92
"{sausage,whole milk} => {rolls/buns}";0.00935434672089476;0.312925170068027;0.0298932384341637;1.70128195003817;92
"{other vegetables,sausage} => {whole milk}";0.0101677681748856;0.377358490566038;0.0269445856634469;1.47684868870552;100
"{sausage,whole milk} => {other vegetables}";0.0101677681748856;0.340136054421769;0.0298932384341637;1.75787603533268;100
"{bottled water,tropical fruit} => {whole milk}";0.00803253685815963;0.434065934065934;0.0185053380782918;1.69878171967308;79
"{bottled water,yogurt} => {other vegetables}";0.00813421453990849;0.353982300884956;0.0229791560752415;1.82943559075331;80
"{bottled water,other vegetables} => {yogurt}";0.00813421453990849;0.327868852459016;0.0248093543467209;2.3502843760455;80
"{bottled water,yogurt} => {whole milk}";0.00965937976614133;0.420353982300885;0.0229791560752415;1.645117953016;95
"{bottled water,whole milk} => {yogurt}";0.00965937976614133;0.281065088757396;0.0343670564311134;2.01477780461297;95
"{bottled water,rolls/buns} => {whole milk}";0.00874428063040163;0.361344537815126;0.0241992882562278;1.41417569813441;86
"{bottled water,whole milk} => {rolls/buns}";0.00874428063040163;0.254437869822485;0.0343670564311134;1.38330373117974;86
"{bottled water,other vegetables} => {whole milk}";0.0107778342653787;0.434426229508197;0.0248093543467209;1.70019178957943;106
"{bottled water,whole milk} => {other vegetables}";0.0107778342653787;0.313609467455621;0.0343670564311134;1.62078250784342;106
"{root vegetables,tropical fruit} => {yogurt}";0.00813421453990849;0.386473429951691;0.0210472801220132;2.77038351572513;80
"{tropical fruit,yogurt} => {root vegetables}";0.00813421453990849;0.277777777777778;0.0292831723436706;2.54845563847429;80
"{root vegetables,yogurt} => {tropical fruit}";0.00813421453990849;0.31496062992126;0.0258261311642095;3.00158701092596;80
"{root vegetables,tropical fruit} => {other vegetables}";0.0123029994916116;0.584541062801932;0.0210472801220132;3.0209991343442;121
"{other vegetables,tropical fruit} => {root vegetables}";0.0123029994916116;0.342776203966006;0.0358922216573462;3.14477981903514;121
"{other vegetables,root vegetables} => {tropical fruit}";0.0123029994916116;0.259656652360515;0.047381799694967;2.47453796120704;121
